bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,calculado_host_listings_count,distance_to_empire_state
Manhattan,Greenwich Village,40.72868,-73.99901,Entire home/apt,183,1,173,1,2.469880268721703
Brooklyn,Bushwick,40.68946,-73.91537,Entire home/apt,150,2,110,1,8.84112103093555
Brooklyn,Bushwick,40.69909,-73.92279,Private room,75,3,2,1,7.629918111330763
Brooklyn,Bushwick,40.6886,-73.91209,Entire home/apt,150,4,77,1,9.09876271121652
Manhattan,Upper West Side,40.79915,-73.96086,Private room,90,14,0,1,6.021520131653748
Brooklyn,Williamsburg,40.71675,-73.96226,Entire home/apt,500,7,5,1,4.036546746384833
Manhattan,East Harlem,40.79534,-73.94526,Entire home/apt,100,1,73,1,6.234019410785285
Queens,Jamaica,40.67603,-73.78217,Private room,70,1,29,4,18.961825446936164
Manhattan,East Village,40.72188,-73.9826,Private room,99,3,11,1,2.9635562775551576
Brooklyn,Bedford-Stuyvesant,40.69205,-73.95593,Entire home/apt,80,1,5,1,6.754343563359409
Brooklyn,Bedford-Stuyvesant,40.6876,-73.92691,Private room,79,2,16,1,8.386647050180793
Manhattan,East Village,40.72718,-73.98238,Private room,80,4,7,1,2.378315417420883
Manhattan,Harlem,40.80854,-73.94519,Entire home/apt,200,2,102,3,7.510923097788092
Brooklyn,Bedford-Stuyvesant,40.69002,-73.93733,Entire home/apt,100,3,92,1,7.669885702341148
Manhattan,West Village,40.73616,-74.00889,Entire home/apt,200,2,28,1,2.3907755847986625
Manhattan,Upper West Side,40.79858,-73.97301,Private room,95,6,4,1,5.685277389161147
Brooklyn,Gowanus,40.66734,-73.99383,Entire home/apt,135,2,19,1,9.050625377491045
Manhattan,Kips Bay,40.73824,-73.97874,Entire home/apt,198,30,0,49,1.2709733845968068
Manhattan,Lower East Side,40.71838,-73.99149,Private room,85,1,135,1,3.379029952945337
Queens,Kew Gardens,40.70899,-73.82814,Private room,90,90,0,1,13.988894258432408
Manhattan,Nolita,40.72216,-73.99571,Entire home/apt,275,2,32,3,3.0434178184552323
Brooklyn,Williamsburg,40.71228,-73.95323,Private room,80,2,181,1,4.86088831817832
Manhattan,Midtown,40.74459,-73.99061,Private room,108,1,1,1,0.5989663951310161
Manhattan,Hell's Kitchen,40.76043,-73.995,Private room,110,3,94,1,1.5555599682894925
Queens,Long Island City,40.74629,-73.95199,Private room,95,3,56,1,2.8443657834943563
Brooklyn,Williamsburg,40.7111,-73.94352,Private room,95,3,24,1,5.463191209684536
Brooklyn,Crown Heights,40.67183,-73.94934,Entire home/apt,160,2,129,1,9.056672766691378
Manhattan,Harlem,40.82991,-73.94848,Private room,50,2,28,1,9.597151424729317
Brooklyn,Bedford-Stuyvesant,40.68989,-73.95878,Private room,45,7,14,3,6.895641566794103
Manhattan,Harlem,40.82415,-73.95283,Private room,200,2,0,2,8.872579585736371
Brooklyn,Williamsburg,40.70677,-73.96745,Private room,101,1,91,2,4.881127699391963
Manhattan,Upper West Side,40.80209,-73.96196,Entire home/apt,174,4,12,1,6.299585346911764
Brooklyn,Williamsburg,40.71274,-73.94521,Private room,90,1,2,1,5.231772631935797
Brooklyn,Flatbush,40.65087,-73.96467,Private room,65,2,69,2,11.000117061659074
Queens,Ridgewood,40.70349,-73.8994,Entire home/apt,94,6,96,2,8.825010535750716
Brooklyn,Sheepshead Bay,40.60948,-73.95803,Private room,39,2,66,3,15.638946611481892
Brooklyn,Sheepshead Bay,40.60985,-73.95927,Private room,39,3,18,3,15.582941330636583
Manhattan,Washington Heights,40.83923,-73.94557,Private room,65,1,113,1,10.658358536903982
Manhattan,Greenwich Village,40.72962,-73.99932,Private room,100,5,18,1,2.3898829035299127
Brooklyn,Brooklyn Heights,40.69468,-73.99327,Entire home/apt,100,3,24,1,6.015432481297319
Manhattan,Upper East Side,40.77777,-73.94914,Private room,100,7,13,3,4.48730034792332
Queens,South Ozone Park,40.67711,-73.8054,Private room,29,1,73,1,17.15155163502551
Brooklyn,Williamsburg,40.71373,-73.94794,Entire home/apt,150,10,4,1,4.999212441028246
Brooklyn,Greenpoint,40.73363,-73.95333,Private room,110,2,3,1,3.1802004833450264
Queens,Astoria,40.76231,-73.92354,Entire home/apt,80,2,1,1,5.457355627651088
Manhattan,Chinatown,40.71809,-73.99655,Private room,200,3,0,1,3.498689180235354
Queens,Corona,40.73759,-73.86351,Private room,37,3,30,1,10.367227788426831
Brooklyn,Carroll Gardens,40.68384,-73.99813,Entire home/apt,175,2,129,2,7.264535451915534
Manhattan,Upper West Side,40.80173,-73.96175,Entire home/apt,375,2,40,2,6.267240982233885
Manhattan,Upper West Side,40.78152,-73.97249,Entire home/apt,249,2,18,1,3.8484266888796497
Manhattan,East Harlem,40.79543,-73.93539,Private room,80,1,15,1,6.731985480583497
Brooklyn,Williamsburg,40.71506,-73.93816,Private room,90,1,52,2,5.458313772058256
Brooklyn,Williamsburg,40.70553,-73.94267,Private room,90,2,1,1,5.991316760450813
Brooklyn,Brooklyn Heights,40.69183,-73.99202,Entire home/apt,250,2,119,1,6.321033561472474
Manhattan,Theater District,40.76273,-73.98397,Entire home/apt,290,30,0,96,1.6005105018645134
Manhattan,Chelsea,40.74068,-74.00295,Entire home/apt,180,2,134,1,1.6970984705547763
Brooklyn,Bay Ridge,40.62652,-74.0196,Entire home/apt,95,3,7,1,13.868088177197741
Manhattan,Murray Hill,40.74698,-73.97218,Private room,205,1,23,1,1.1429729255788323
Brooklyn,Prospect-Lefferts Gardens,40.65737,-73.94607,Private room,87,1,11,1,10.668788831895704
Manhattan,Hell's Kitchen,40.76253,-73.99803,Entire home/apt,379,30,0,121,1.8895616297061548
Manhattan,Hell's Kitchen,40.76297,-73.98888,Private room,69,4,126,1,1.644694895974347
Manhattan,Upper East Side,40.78324,-73.95149,Entire home/apt,125,5,1,1,4.8278091445678095
Queens,Sunnyside,40.73707,-73.92082,Shared room,30,7,4,2,5.6074631192222695
Brooklyn,Bedford-Stuyvesant,40.68998,-73.93058,Entire home/apt,150,2,61,1,7.990497333355841
Manhattan,Hell's Kitchen,40.75689,-73.99315,Private room,98,1,42,5,1.1389489428498227
Manhattan,Nolita,40.72104,-73.99498,Private room,130,2,123,3,3.147257554041652
Queens,Flushing,40.76491,-73.82561,Entire home/apt,122,3,32,1,13.615283573198763
Brooklyn,Flatbush,40.64083,-73.96436,Shared room,40,1,48,1,12.10843150926016
Brooklyn,Crown Heights,40.66469,-73.95125,Private room,29,5,3,1,9.759389251810369
Bronx,Mott Haven,40.81201,-73.90823,Entire home/apt,100,2,170,1,9.626235348869814
Brooklyn,Williamsburg,40.7146,-73.96321,Private room,90,1,1,5,4.210542726709657
Queens,Long Island City,40.74965,-73.94019,Private room,99,2,4,1,3.8321442838533195
Brooklyn,Williamsburg,40.70997,-73.9624,Entire home/apt,350,1,0,5,4.704928460843197
Manhattan,Harlem,40.82834,-73.9496,Private room,49,2,55,1,9.401225839476828
Manhattan,Upper West Side,40.80185,-73.96807,Private room,80,3,17,1,6.130128935822062
Bronx,Kingsbridge,40.88283,-73.89326,Private room,60,3,2,1,16.865195631244084
Staten Island,Randall Manor,40.63135,-74.13023,Private room,79,2,21,5,17.85526327078038
Manhattan,East Harlem,40.79575,-73.94817,Entire home/apt,145,2,101,1,6.142758966639315
Brooklyn,Crown Heights,40.67141,-73.92643,Entire home/apt,90,30,0,1,9.919170913378947
Brooklyn,Sunset Park,40.6471,-74.0075,Entire home/apt,138,3,74,1,11.42744643911485
Manhattan,Gramercy,40.73352,-73.9873,Private room,90,2,87,4,1.663166450384994
Brooklyn,Clinton Hill,40.68572,-73.96627,Entire home/apt,95,14,5,2,7.166037966448093
Manhattan,Harlem,40.81674,-73.95292,Shared room,65,1,23,2,8.090250636580695
Brooklyn,Crown Heights,40.67747,-73.9466,Entire home/apt,90,9,7,1,8.55461850644842
Brooklyn,Bedford-Stuyvesant,40.68906,-73.93675,Entire home/apt,130,3,34,1,7.786454398497975
Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.94278,Private room,70,2,48,1,10.327966857685979
Brooklyn,Red Hook,40.67668,-74.01252,Entire home/apt,115,6,0,2,8.301023799061042
Brooklyn,Williamsburg,40.71996,-73.95767,Private room,100,1,7,1,3.9468205309530817
Brooklyn,Fort Hamilton,40.6179,-74.03282,Shared room,40,1,24,1,15.064355335818927
Queens,Richmond Hill,40.69015,-73.8297,Private room,33,1,20,1,14.664964641208563
Queens,Cambria Heights,40.69837,-73.74255,Private room,39,1,64,2,21.24775301415284
Manhattan,Upper West Side,40.79284,-73.96858,Entire home/apt,120,1,0,1,5.150296418140876
Manhattan,Harlem,40.82245,-73.95675,Private room,75,1,19,1,8.5936836919596
Queens,Queens Village,40.70811,-73.74103,Entire home/apt,125,30,0,1,21.113447139247683
Brooklyn,Bedford-Stuyvesant,40.68852,-73.9499,Entire home/apt,140,5,0,1,7.3151991422957865
Brooklyn,Bushwick,40.6998,-73.92167,Entire home/apt,70,2,72,1,7.639642648966855
Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,250,3,16,1,4.328858647577681
Brooklyn,Bedford-Stuyvesant,40.69115,-73.94526,Private room,65,1,194,4,7.225354583970797
Brooklyn,Bushwick,40.70435,-73.92552,Private room,40,5,19,3,7.052658253807034
Brooklyn,Bedford-Stuyvesant,40.69143,-73.94302,Private room,50,1,186,4,7.28913722946775
Queens,Long Island City,40.74422,-73.95432,Entire home/apt,78,3,5,1,2.6789695277620464
Brooklyn,Bedford-Stuyvesant,40.69349,-73.94439,Private room,50,1,171,4,7.032627454684995
Queens,Sunnyside,40.74693,-73.91896,Private room,72,3,9,4,5.622503131541079
Queens,Sunnyside,40.74777,-73.91685,Private room,108,3,36,4,5.798441255492646
Queens,Sunnyside,40.74795,-73.91744,Private room,108,3,6,4,5.748469540898105
Brooklyn,Downtown Brooklyn,40.69211,-73.99092,Entire home/apt,170,2,21,1,6.28267103135098
Brooklyn,Bedford-Stuyvesant,40.68271,-73.92991,Entire home/apt,125,2,118,4,8.692526558224015
Manhattan,East Village,40.7246,-73.97877,Entire home/apt,149,2,88,1,2.7118684746588952
Brooklyn,Bushwick,40.70051,-73.93909,Entire home/apt,125,1,12,1,6.61983421477153
Brooklyn,Williamsburg,40.71923,-73.94258,Entire home/apt,70,1,86,1,4.869974890620735
Manhattan,Upper East Side,40.78057,-73.95734,Entire home/apt,120,2,13,1,4.3008840580009
Brooklyn,Prospect Heights,40.67419,-73.96423,Private room,149,3,4,1,8.455961798434627
Brooklyn,Clinton Hill,40.68548,-73.96288,Private room,90,4,0,2,7.262266586120846
Manhattan,Murray Hill,40.74817,-73.97595,Private room,150,2,74,1,0.8143864045865553
Manhattan,West Village,40.73142,-74.01,Private room,250,3,8,2,2.7945486626476628
Manhattan,Tribeca,40.72274,-74.00807,Entire home/apt,375,5,3,1,3.4284028024879833
Manhattan,East Harlem,40.78815,-73.9436,Entire home/apt,95,30,12,16,5.666842833588532
Manhattan,Midtown,40.75315,-73.97253,Entire home/apt,129,30,2,12,1.2223388202936742
Brooklyn,Williamsburg,40.71529,-73.94532,Private room,80,3,6,1,5.013432546078211
Brooklyn,Park Slope,40.67633,-73.9793,Private room,45,1,45,2,8.040814591794394
Manhattan,Upper West Side,40.78895,-73.96754,Private room,53,31,2,18,4.7632711838675235
Manhattan,Midtown,40.75592,-73.96891,Entire home/apt,125,30,8,91,1.6373885322580808
Manhattan,Hell's Kitchen,40.7624,-73.99915,Entire home/apt,534,30,0,18,1.9318417935537484
Brooklyn,Bushwick,40.70268,-73.9265,Private room,65,1,3,2,7.125117204918556
Manhattan,Hell's Kitchen,40.76038,-73.99951,Entire home/apt,534,30,0,18,1.7754716890740598
Manhattan,Hell's Kitchen,40.76212,-73.99756,Entire home/apt,534,30,0,18,1.8296216503029312
Manhattan,Hell's Kitchen,40.76188,-73.99806,Entire home/apt,534,30,0,18,1.8312465228488601
Manhattan,Hell's Kitchen,40.76173,-73.99937,Entire home/apt,534,30,0,18,1.8835983300220966
Manhattan,Harlem,40.81545,-73.95806,Private room,99,1,2,1,7.815944919095182
Manhattan,Hell's Kitchen,40.7619,-73.99896,Entire home/apt,748,30,0,18,1.8775929573500154
Manhattan,Hell's Kitchen,40.76045,-73.99929,Entire home/apt,748,30,1,18,1.769170214508965
Brooklyn,Crown Heights,40.67453,-73.94537,Private room,45,2,109,1,8.89670988108649
Manhattan,Upper East Side,40.76346,-73.96684,Entire home/apt,190,4,83,1,2.304633641608469
Queens,Jackson Heights,40.74912,-73.88667,Entire home/apt,80,1,202,1,8.343455005682156
Queens,Ditmars Steinway,40.77508,-73.91231,Entire home/apt,125,18,0,1,6.855990983883662
Manhattan,Hell's Kitchen,40.76053,-73.99809,Entire home/apt,748,30,0,18,1.7118900699847392
Brooklyn,Crown Heights,40.67749,-73.94386,Entire home/apt,99,180,4,1,8.644156108251176
Manhattan,Nolita,40.72021,-73.99592,Entire home/apt,229,10,9,1,3.257054447471514
Brooklyn,Manhattan Beach,40.57821,-73.94122,Entire home/apt,55,4,91,2,19.31274203423045
Manhattan,Midtown,40.74828,-73.98401,Private room,189,1,4,1,0.13497080951098417
Brooklyn,Clinton Hill,40.68769,-73.96604,Entire home/apt,449,2,78,2,6.9572506539399965
Manhattan,Hell's Kitchen,40.76702,-73.98741,Entire home/apt,202,30,3,96,2.0777355138286766
Manhattan,Lower East Side,40.71806,-73.99351,Entire home/apt,250,3,41,2,3.443184203558939
Manhattan,SoHo,40.72576,-74.00381,Private room,85,5,0,1,2.9517990545043737
Manhattan,Inwood,40.8622,-73.93349,Private room,52,3,16,1,13.40674037532911
Bronx,Mott Haven,40.81072,-73.92349,Entire home/apt,120,2,26,1,8.690730910417422
Manhattan,Upper East Side,40.77344,-73.94911,Private room,90,2,61,3,4.151292564627323
Brooklyn,Bushwick,40.70012,-73.93775,Private room,74,3,16,2,6.722130439780537
Manhattan,SoHo,40.72391,-74.00658,Entire home/apt,75,4,9,1,3.250553149199896
Brooklyn,East Flatbush,40.64335,-73.92981,Private room,70,1,0,1,12.606845054711503
Brooklyn,Gowanus,40.66881,-73.99178,Entire home/apt,147,5,85,2,8.875641474237234
Brooklyn,Bedford-Stuyvesant,40.68707,-73.94437,Private room,50,2,3,1,7.662824743856373
Manhattan,East Village,40.72978,-73.98584,Entire home/apt,250,5,1,1,2.0734116335766006
Manhattan,Harlem,40.81678,-73.93836,Private room,40,5,3,1,8.589960714528889
Manhattan,Chelsea,40.74244,-73.99781,Entire home/apt,200,3,41,1,1.2251458036894702
Brooklyn,Williamsburg,40.70915,-73.96102,Private room,80,4,116,2,4.836844125065512
Brooklyn,Williamsburg,40.71969,-73.94135,Private room,100,2,0,1,4.914300535067373
Manhattan,Nolita,40.72228,-73.99582,Shared room,65,1,8,4,3.0332201143302595
Brooklyn,South Slope,40.66565,-73.99172,Private room,70,1,30,1,9.226535344591483
Brooklyn,Bedford-Stuyvesant,40.68227,-73.93479,Entire home/apt,150,2,100,1,8.519327804129018
Manhattan,Midtown,40.75966,-73.96313,Entire home/apt,135,3,21,1,2.271652073435928
Queens,Elmhurst,40.74262,-73.87907,Private room,51,2,100,1,9.00748551570431
Manhattan,Upper West Side,40.79772,-73.96213,Entire home/apt,335,4,59,1,5.835290363248482
Brooklyn,Park Slope,40.67148,-73.97479,Entire home/apt,198,7,43,1,8.611563362518202
Manhattan,Lower East Side,40.71546,-73.98907,Private room,120,6,3,1,3.6790247661178106
Brooklyn,Sheepshead Bay,40.60983,-73.95887,Private room,39,2,26,3,15.58999714117224
Manhattan,East Village,40.73199,-73.98956,Private room,51,7,0,1,1.8575479944524824
Queens,Glendale,40.69426,-73.8964,Entire home/apt,87,2,36,1,9.64175541606882
Brooklyn,Bushwick,40.68502,-73.90883,Entire home/apt,145,2,142,1,9.578208877227867
Staten Island,Midland Beach,40.56933,-74.09493,Private room,80,1,7,1,21.968258241024408
Brooklyn,Williamsburg,40.70908,-73.96146,Private room,90,2,2,2,4.828112346806831
Brooklyn,Bedford-Stuyvesant,40.68127,-73.92686,Entire home/apt,125,7,29,1,8.967463781625149
Brooklyn,Bedford-Stuyvesant,40.67764,-73.92241,Private room,75,3,5,1,9.51224046792189
Manhattan,Chinatown,40.7161,-73.99828,Entire home/apt,140,2,43,1,3.751778926241311
Queens,Maspeth,40.73577,-73.89981,Private room,75,1,1,3,7.371123673411748
Manhattan,Hell's Kitchen,40.76406,-73.98868,Entire home/apt,150,45,6,12,1.7618588449125903
Brooklyn,Bay Ridge,40.62413,-74.03085,Entire home/apt,90,1,0,1,14.351536411096388
Brooklyn,Bedford-Stuyvesant,40.69172,-73.94446,Private room,61,1,181,4,7.20172668250814
Brooklyn,Clinton Hill,40.68229,-73.96154,Entire home/apt,160,2,97,1,7.634645406911188
Brooklyn,Prospect Heights,40.67915,-73.96923,Private room,69,14,7,3,7.832083969129173
Brooklyn,Greenpoint,40.72214,-73.94345,Private room,199,3,20,3,4.603229946575457
Brooklyn,Clinton Hill,40.69278,-73.965,Entire home/apt,95,1,13,1,6.4313703629025225
Brooklyn,Bedford-Stuyvesant,40.68816,-73.95791,Private room,120,3,1,1,7.101655549458423
Manhattan,East Harlem,40.80832,-73.93889,Entire home/apt,200,3,58,1,7.745113511726831
Brooklyn,Williamsburg,40.70953,-73.96445,Entire home/apt,190,5,18,1,4.680904495962786
Manhattan,East Harlem,40.79324,-73.94037,Private room,65,7,1,1,6.280869990984501
Brooklyn,Bedford-Stuyvesant,40.6854,-73.94614,Entire home/apt,160,2,68,1,7.7637315912572245
Manhattan,Upper East Side,40.76443,-73.96603,Entire home/apt,235,4,75,1,2.4301521951153733
Queens,Queens Village,40.71935,-73.75383,Private room,35,2,5,2,19.81578044240354
Brooklyn,Clinton Hill,40.68908,-73.9678,Private room,65,2,18,1,6.772561006004128
Manhattan,Gramercy,40.73626,-73.98104,Entire home/apt,180,3,0,1,1.4056602093948307
Queens,Long Island City,40.74364,-73.94676,Private room,55,14,20,4,3.318403204394261
Brooklyn,Greenpoint,40.73577,-73.95118,Private room,50,20,2,1,3.225917837415596
Manhattan,Chinatown,40.71807,-74.00215,Entire home/apt,100,6,1,1,3.6539615206360843
Manhattan,Midtown,40.74768,-73.98723,Entire home/apt,195,1,2,1,0.15928089786789995
Brooklyn,Bedford-Stuyvesant,40.68642,-73.92864,Entire home/apt,100,3,86,1,8.408771903097605
Brooklyn,Bushwick,40.70236,-73.92232,Entire home/apt,185,5,2,1,7.400811593031421
Brooklyn,Park Slope,40.67879,-73.97438,Entire home/apt,135,1,12,1,7.80700518058459
Manhattan,East Village,40.72275,-73.97598,Entire home/apt,175,2,27,1,2.9689547892813386
Brooklyn,Williamsburg,40.72022,-73.95814,Entire home/apt,345,3,13,2,3.899959219551477
Brooklyn,Flatbush,40.63766,-73.96611,Entire home/apt,275,2,102,1,12.437134703781663
Manhattan,Midtown,40.76135,-73.96645,Private room,230,8,4,1,2.164366010324134
Brooklyn,Williamsburg,40.71538,-73.94712,Private room,85,2,26,1,4.904277911486149
Brooklyn,Bedford-Stuyvesant,40.68526,-73.94099,Entire home/apt,130,3,10,1,7.973495058841907
Queens,Long Island City,40.76112,-73.92631,Entire home/apt,79,3,43,1,5.196199873050474
Manhattan,Upper East Side,40.7673,-73.96043,Private room,110,1,1,1,2.988120669255872
Queens,St. Albans,40.7036,-73.76637,Private room,63,1,63,3,19.155202211411645
Bronx,Pelham Gardens,40.86663,-73.84139,Private room,35,1,117,4,17.912007322198995
Brooklyn,Park Slope,40.67688,-73.97602,Private room,100,2,131,1,8.002932689883602
Manhattan,West Village,40.7359,-74.00191,Private room,120,1,107,1,1.9569371191353653
Queens,Jamaica,40.67203,-73.76711,Private room,159,1,0,2,20.302300852471824
Brooklyn,East Flatbush,40.6393,-73.9472,Entire home/apt,90,3,53,1,12.570325640229523
Manhattan,SoHo,40.72524,-74.00218,Entire home/apt,350,5,2,1,2.9334153397116873
Brooklyn,Williamsburg,40.71721,-73.95965,Entire home/apt,140,28,14,1,4.104978655297938
Manhattan,Lower East Side,40.71214,-73.98955,Private room,90,5,10,3,4.0506624266442905
Manhattan,Chelsea,40.74476,-73.99266,Entire home/apt,487,30,0,33,0.7203965260679948
Brooklyn,Williamsburg,40.70981,-73.94239,Entire home/apt,110,2,11,1,5.634343850247383
Manhattan,Chelsea,40.74633,-73.99201,Entire home/apt,300,30,0,33,0.5877227959498881
Brooklyn,Bedford-Stuyvesant,40.69098,-73.92622,Private room,40,2,2,1,8.121738310964496
Brooklyn,Williamsburg,40.71524,-73.96229,Entire home/apt,200,2,3,1,4.182906567561063
Queens,Arverne,40.59055,-73.79281,Private room,60,1,5,2,23.95289385526517
Brooklyn,Bedford-Stuyvesant,40.68714,-73.93443,Entire home/apt,155,4,44,1,8.071601961455979
Brooklyn,Clinton Hill,40.69043,-73.96736,Private room,75,2,1,2,6.634618217294908
Queens,Cambria Heights,40.69857,-73.74225,Private room,47,1,63,2,21.26632986368311
Brooklyn,Bedford-Stuyvesant,40.68084,-73.91116,Entire home/apt,139,2,151,2,9.798940506147762
Brooklyn,Bedford-Stuyvesant,40.68817,-73.92319,Private room,39,3,33,4,8.525699775136056
Brooklyn,Carroll Gardens,40.67855,-74.00075,Private room,79,2,74,2,7.880431883827149
Brooklyn,Coney Island,40.57505,-74.00161,Private room,95,1,76,2,19.344695209467602
Brooklyn,East New York,40.66733,-73.88348,Entire home/apt,93,1,209,1,12.478427854048311
Brooklyn,Park Slope,40.67729,-73.98122,Private room,71,7,12,1,7.924978361818727
Brooklyn,Bushwick,40.69636,-73.92482,Entire home/apt,88,2,19,1,7.736922757436996
Brooklyn,Flatlands,40.61863,-73.93183,Private room,55,2,39,1,15.142539043752093
Manhattan,Upper West Side,40.78825,-73.97231,Entire home/apt,115,5,5,1,4.574765241173593
Brooklyn,Windsor Terrace,40.65136,-73.9746,Entire home/apt,75,5,25,1,10.842629147100013
Manhattan,Upper West Side,40.79985,-73.96138,Entire home/apt,135,7,7,1,6.079812323353321
Manhattan,West Village,40.7365,-73.99751,Entire home/apt,209,2,157,1,1.6628254630306214
Manhattan,Upper West Side,40.7762,-73.97944,Entire home/apt,185,2,145,1,3.1373414321396287
Brooklyn,Bushwick,40.69907,-73.92115,Private room,40,5,0,1,7.728230533609003
Brooklyn,Crown Heights,40.67033,-73.96161,Private room,48,30,3,1,8.923787209924049
Manhattan,Upper East Side,40.761,-73.9615,Entire home/apt,154,30,0,33,2.469036002730419
Manhattan,Chelsea,40.74929,-73.99658,Private room,78,3,87,1,0.9310218345886768
Manhattan,Upper East Side,40.75954,-73.96099,Entire home/apt,163,30,0,33,2.41735087479728
Manhattan,East Village,40.72515,-73.9839,Entire home/apt,129,3,76,1,2.592689561251683
Brooklyn,Bay Ridge,40.63461,-74.02451,Entire home/apt,126,1,188,1,13.086127679450374
Brooklyn,Bedford-Stuyvesant,40.69136,-73.92803,Entire home/apt,229,2,8,1,7.994791778007903
Manhattan,East Village,40.72216,-73.97806,Private room,110,3,7,1,2.990007273942791
Manhattan,East Harlem,40.79931,-73.94196,Entire home/apt,170,6,3,1,6.756105757655245
Queens,Astoria,40.76227,-73.92316,Private room,55,4,104,1,5.486837508405459
Brooklyn,Bushwick,40.69061,-73.91348,Private room,40,30,0,1,8.8553000772051
Brooklyn,Prospect-Lefferts Gardens,40.65731,-73.94693,Entire home/apt,200,5,9,1,10.652676247627138
Manhattan,Midtown,40.75622,-73.96768,Private room,125,1,0,1,1.7437806686499375
Manhattan,East Village,40.72952,-73.98388,Entire home/apt,140,7,1,1,2.107267431892655
Manhattan,Midtown,40.75228,-73.97186,Entire home/apt,144,28,0,1,1.2365132374595678
Manhattan,Midtown,40.76195,-73.97148,Entire home/apt,210,1,202,3,1.921288555103158
Queens,Jamaica Hills,40.71245,-73.79806,Private room,65,1,16,1,16.31849901254206
Manhattan,Upper East Side,40.76397,-73.96245,Entire home/apt,186,2,109,1,2.610193869154569
Brooklyn,Prospect-Lefferts Gardens,40.6609,-73.95865,Entire home/apt,100,5,54,2,10.002838999109109
Brooklyn,Flatbush,40.63667,-73.96705,Entire home/apt,250,4,3,1,12.53622361763492
Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,Private room,89,5,1,1,7.539036756456416
Manhattan,Harlem,40.82364,-73.9533,Private room,60,3,0,1,8.806322716784988
Brooklyn,Greenpoint,40.72667,-73.95221,Entire home/apt,200,4,0,1,3.713018080592396
Manhattan,Upper West Side,40.79039,-73.96789,Entire home/apt,180,4,9,1,4.906357724319819
Queens,Woodhaven,40.68774,-73.8593,Private room,50,4,82,2,12.615764116859117
Brooklyn,Williamsburg,40.71783,-73.94104,Entire home/apt,160,3,12,1,5.070816109774331
Bronx,Highbridge,40.83844,-73.92489,Entire home/apt,75,4,37,1,11.252863836445183
Manhattan,Upper East Side,40.77117,-73.95599,Entire home/apt,145,30,5,3,3.557482945280385
Brooklyn,Bedford-Stuyvesant,40.68118,-73.91107,Entire home/apt,119,2,152,1,9.774793917094687
Queens,Astoria,40.76625,-73.93295,Private room,49,1,12,1,4.863772818329832
Brooklyn,Williamsburg,40.71443,-73.94153,Entire home/apt,300,2,2,1,5.303249395461758
Manhattan,Nolita,40.71995,-73.99461,Private room,140,2,66,3,3.257421088830075
Brooklyn,Bedford-Stuyvesant,40.69905,-73.94451,Entire home/apt,98,2,0,1,6.4963562808184205
Brooklyn,Carroll Gardens,40.68321,-73.99681,Entire home/apt,199,2,116,2,7.318704416418026
Brooklyn,Bedford-Stuyvesant,40.6804,-73.93648,Entire home/apt,125,3,91,1,8.630494870457749
Manhattan,Midtown,40.75105,-73.97045,Entire home/apt,95,30,0,52,1.311240787119462
Queens,Rego Park,40.7184,-73.86015,Entire home/apt,95,2,7,1,11.096611831082777
Brooklyn,Greenpoint,40.72482,-73.95408,Private room,60,1,92,1,3.7365835684175206
Manhattan,Upper East Side,40.76754,-73.96166,Entire home/apt,249,3,55,2,2.934696227659511
Brooklyn,Crown Heights,40.67741,-73.95386,Entire home/apt,160,30,2,1,8.344487561602614
Manhattan,Hell's Kitchen,40.75751,-73.99401,Entire home/apt,175,1,22,1,1.23689680168009
Manhattan,Harlem,40.83124,-73.94501,Private room,40,2,59,1,9.835089935183005
Brooklyn,Williamsburg,40.70758,-73.94197,Private room,115,2,0,1,5.848116692025199
Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,Entire home/apt,79,5,48,1,10.325338251142849
Manhattan,Flatiron District,40.7385,-73.98782,Entire home/apt,236,1,23,1,1.1183857694941572
Manhattan,Chelsea,40.74368,-73.99825,Private room,120,1,1,1,1.1893202894945267
Brooklyn,Bedford-Stuyvesant,40.68134,-73.92226,Entire home/apt,120,3,117,1,9.18133588401471
Brooklyn,Kensington,40.64381,-73.97018,Private room,54,1,132,1,11.71577042831518
Queens,Ridgewood,40.69692,-73.90008,Private room,56,2,9,1,9.21428754369269
Manhattan,East Harlem,40.78941,-73.94881,Private room,60,1,8,1,5.518686079176233
Brooklyn,Williamsburg,40.71089,-73.96627,Private room,90,2,73,1,4.483205518532345
Brooklyn,Williamsburg,40.70005,-73.95101,Entire home/apt,260,1,1,1,6.122947769366542
Manhattan,Upper East Side,40.7754,-73.95236,Entire home/apt,125,2,8,1,4.109192239293293
Queens,Long Island City,40.75378,-73.93449,Private room,65,1,5,1,4.35151889768209
Brooklyn,Williamsburg,40.71822,-73.95134,Entire home/apt,120,30,6,1,4.432020652978907
Brooklyn,Greenpoint,40.72474,-73.94859,Private room,55,5,3,1,4.084814116726934
Brooklyn,Crown Heights,40.67587,-73.93175,Entire home/apt,130,3,7,1,9.26516994323256
Queens,Flushing,40.75558,-73.83343,Private room,96,1,73,1,12.857090606999733
